ID	Waveform	Period	Phase	Nadir	Mean	Std_Dev	MaxLoc	MinLoc	Max	Min	Max_Amp	FC	IQR_FC	Tau	P	BF
4447	cosine	24.0	4.0	0.0	148.25318457096853	13.614792047517003	76.0	94.0	182.747951452	113.069884655	69.678066797	1.61623894824	1.10793862532	0.2983835297492112	0.020539183818460795	1.3555861320184124
4448	cosine	24.0	22.0	14.0	361.04739545256666	53.61062465595822	94.0	62.0	520.087091143	259.985192809	260.101898334	2.00044889297	1.20760254128	0.691251220652866	1.1098610370569744e-06	7.325082844576031e-05
4449	cosine	24.0	16.0	14.0	12.112617258819702	1.782283057026122	88.0	58.0	17.4473326477	7.5431412795	9.90419136825	2.31300621336	1.13139954383	0.19929591659972523	0.08622355226943118	5.690754449782458
4451	cosine	24.0	20.0	0.0	853.615034585356	110.71316239925429	92.0	52.0	1074.16635449	676.600580423	397.565774065	1.58759301362	1.23017320908	0.2689135515023755	0.032811789040382046	2.165578076665215
4452	cosine	24.0	18.0	22.0	4.983792551381839	0.12035230246941	72.0	94.0	5.37770611367	4.83710636114	0.540599752529	1.11176098108	1.011034325	0.23531956447757144	0.053589721789768105	3.536921638124695
4453	cosine	24.0	14.0	20.0	163.43838256891453	28.161907184545505	82.0	92.0	224.753944111	109.147924338	115.606019773	2.05916828446	1.19909894924	0.5027937680511761	0.00028857245716387003	0.019045782172815422
4454	cosine	24.0	10.0	22.0	7.741656870716774	0.9696879259344275	82.0	94.0	11.0198878875	6.72057700644	4.29931088102	1.63972347566	1.18779648188	0.2573685958302507	0.039038933681900735	2.5765696230054487
4455	cosine	24.0	8.0	0.0	881.9763819825317	104.25836319161367	92.0	56.0	1045.74597419	651.441440158	394.304534037	1.60528009078	1.18288491132	0.14762660488868534	0.15609104027542364	10.30200865817796
4456	cosine	24.0	4.0	0.0	573.0290636803892	51.719447100913904	76.0	66.0	651.721872141	450.352057443	201.369814697	1.44713865823	1.15899056552	0.295235114031226	0.021630358958629	1.427603691269514
4457	cosine	24.0	8.0	18.0	321.6325936695858	42.62510687801349	56.0	94.0	402.640734354	210.278353267	192.362381087	1.91479878027	1.12023872807	0.38535288792243433	0.004168210334027312	0.2751018820458026
4458	cosine	24.0	18.0	16.0	132.7843493364804	21.87788960588898	50.0	64.0	174.477258515	96.8889463424	77.5883121725	1.80079632509	1.31383754013	0.41488596048291615	0.002253446555286438	0.1487274726489049
4459	cosine	24.0	6.0	12.0	68.6736781015559	7.828887218201726	70.0	72.0	86.5022176535	56.270362723	30.2318549305	1.53726070826	1.17743470797	0.4146963515309288	0.002262634016117762	0.14933384506377229
4460	cosine	24.0	18.0	20.0	57.23926421968219	12.610158508695653	66.0	48.0	87.9984435332	34.7890011035	53.2094424297	2.52949037747	1.36208754262	0.5462184380881357	9.222279701467896e-05	0.006086704602968811
4461	cosine	24.0	2.0	6.0	267.77840435229444	38.371798834870745	94.0	56.0	349.875064436	181.036726324	168.838338112	1.93261926207	1.17856589332	0.47063912895514287	0.000636489991170109	0.042008339417227196
4462	cosine	24.0	6.0	2.0	908.0735441901346	159.9753498206856	80.0	50.0	1160.97878957	594.773663865	566.205125709	1.9519673787	1.19037469918	0.345625610326433	0.00898688283532294	0.593134267131314
4463	cosine	24.0	18.0	20.0	123.11809355408498	17.63657221534008	88.0	74.0	158.451938333	85.9215440311	72.5303943019	1.84414677506	1.17568981151	0.45764247515492457	0.0008650668306068227	0.057094410820050304
4464	cosine	24.0	18.0	12.0	437.6498500848649	136.77884530427616	68.0	58.0	644.524945573	148.519419352	496.005526221	4.33966782516	1.71116040285	0.4908721301946417	0.00038898232045362567	0.025672833149939293
4465	cosine	24.0	22.0	10.0	364.9710797621042	244.00194440344947	48.0	58.0	1002.59399085	86.0152993229	916.578691532	11.6559960699	1.79413982356	0.6569349232201499	3.439695299978449e-06	0.00022701988979857764
4466	cosine	24.0	22.0	2.0	18056.296425496952	1931.4075067600504	68.0	76.0	20809.975143	14128.5299973	6681.44514573	1.47290448101	1.1709545827	0.5120130807352115	0.00022808999029414216	0.015053939359413383
4467	cosine	24.0	12.0	8.0	983.4825015920225	107.62537716188295	92.0	56.0	1290.88534578	764.574590292	526.310755485	1.68837071251	1.14852380153	0.35597828405752296	0.0074041703085844625	0.4886752403665745
4468	cosine	24.0	20.0	16.0	273.00405170695495	45.07281915537755	92.0	88.0	384.496435617	216.216701649	168.279733969	1.77829202224	1.23452270962	0.36768681949620535	0.005914759289857825	0.39037411313061643
4469	cosine	24.0	20.0	18.0	4.900025748866508	0.2699682820212398	94.0	78.0	5.66712514549	4.76360907997	0.903516065522	1.1896704894	1.00417185487	0.1550079351331196	0.14430254111594104	9.523967713652109
4470	cosine	24.0	18.0	22.0	772.6017858867523	175.29085571987895	64.0	94.0	1144.64118098	473.777350636	670.863830347	2.41598966149	1.48225521008	0.6986049570427901	8.649527501118009e-07	5.708688150737886e-05
4471	cosine	24.0	10.0	18.0	182.73774813417504	25.852241899622975	82.0	78.0	234.820794486	132.769622094	102.051172392	1.76863344779	1.20363249239	0.4559100840421584	0.00090067833786295	0.0594447702989547
4472	cosine	24.0	6.0	0.0	10800.790084395938	747.229523093087	58.0	70.0	12197.1538009	9166.01567853	3031.13812241	1.33069309815	1.07563281361	0.4236309372982628	0.0018647196863375262	0.12307149929827674
4473	cosine	24.0	0.0	8.0	20.460952635877373	4.313246398209637	48.0	90.0	29.8520376632	8.51859387338	21.3334437899	3.50433863933	1.15176951494	0.23620256782189655	0.052934139906380795	3.4936532338211324
4474	cosine	24.0	12.0	8.0	52.98856696773678	9.690168715942956	76.0	88.0	78.6488521356	30.2364761733	48.4123759623	2.60112493549	1.15168313431	0.20514059172313384	0.08010054349500118	5.286635870670078
4475	cosine	24.0	20.0	12.0	188.71202398519927	17.438514526706808	72.0	76.0	225.957366113	151.410234708	74.5471314053	1.49235199687	1.12233146089	0.44407332798680527	0.0011823697179425112	0.07803640138420574
4476	cosine	24.0	12.0	20.0	5.709319358436044	0.6482162064977868	82.0	92.0	8.29339417775	5.17872476935	3.11466940841	1.60143559411	1.01673402919	0.12845096264081143	0.18959838881223168	12.51349366160729
4477	cosine	24.0	2.0	4.0	149.15857716088718	16.560380946447474	92.0	76.0	183.703017608	123.129122134	60.5738954735	1.49195425439	1.14165923425	0.224708584132122	0.06198051021301793	4.090713674059184
4478	cosine	24.0	12.0	10.0	178.81385020671067	26.475771341478513	60.0	94.0	243.831291971	127.519762525	116.311529446	1.91210591318	1.2526268326	0.1805036167618685	0.10827938255929248	7.146439248913303
4479	cosine	24.0	20.0	18.0	30.224723451644007	3.015900266163161	94.0	90.0	37.7848524755	25.0653087343	12.7195437412	1.50745609703	1.13349978986	0.32477853075510776	0.013093115992743426	0.8641456555210661
4480	cosine	24.0	12.0	8.0	3431.3827960783487	302.0907470341903	92.0	80.0	4048.10480192	2964.4821544	1083.62264752	1.36553522372	1.16142429663	0.3883018343330748	0.003926562060915238	0.2591530960204057
4481	cosine	24.0	20.0	16.0	420.34949431293063	39.86845608139017	92.0	78.0	517.083675393	365.342517113	151.74115828	1.41533944497	1.15603238843	0.36033308310628126	0.006815453874930347	0.4498199557454029
4482	cosine	24.0	4.0	6.0	169.9069033218328	28.07080607852549	76.0	56.0	234.035083048	117.949012801	116.086070247	1.98420552653	1.23062743563	0.15840113307674175	0.139090076569109	9.179945053561193
4483	cosine	24.0	20.0	14.0	281.3844285498844	44.69468290949809	92.0	62.0	402.640734354	201.214674871	201.426059483	2.00105054272	1.27321758102	0.7156553632845208	4.80679662643166e-07	3.1724857734448954e-05
4484	cosine	24.0	20.0	8.0	48.84873538956547	8.70703643492038	94.0	56.0	72.9841102733	31.5502702012	41.4338400721	2.31326419101	1.17981755433	0.4293932179707125	0.0016430090548121858	0.10843859761760426
4485	cosine	24.0	8.0	10.0	159.36206349849024	32.96817229206169	68.0	94.0	208.753291808	82.4131851265	126.340106682	2.53300841956	1.32028743536	0.14366614395332392	0.16267072585061332	10.73626790614048
4486	cosine	24.0	0.0	12.0	2369.471060880689	1587.3641364995335	48.0	76.0	7072.98340793	739.796108359	6333.18729957	9.56071994435	1.89309922736	0.4354984844216218	0.001434531998309761	0.09467911188844423
4487	cosine	24.0	10.0	8.0	97.00219162228518	11.206467483230082	86.0	56.0	124.565324448	78.1183545224	46.4469699258	1.59457179058	1.14360491349	0.2541785623789577	0.040919829260890266	2.7007087312187577
4488	cosine	24.0	20.0	6.0	8568.92816810556	719.0235157857237	90.0	56.0	10165.9163502	7040.24039858	3125.67595165	1.44397290074	1.12000492366	0.4000168346625773	0.0030858084107725113	0.20366335511098574
4489	cosine	24.0	18.0	16.0	49.61171277698867	6.4877148538122436	70.0	84.0	61.4192929302	33.7908066404	27.6284862897	1.8176332274	1.19070937132	0.28471690049293835	0.0256371939762934	1.6920548024353643
4490	cosine	24.0	18.0	0.0	730.9719240918521	67.09156205325777	86.0	60.0	845.332470097	594.773663865	250.558806232	1.4212674862	1.15423310719	0.43836592642168065	0.0013452089331977713	0.0887837895910529
4491	cosine	24.0	20.0	10.0	4222.708883233214	828.0881540026635	92.0	82.0	6256.46573764	3156.13740499	3100.32833265	1.98231728687	1.29859882706	0.38535288792243433	0.004168210334027312	0.2751018820458026
4492	cosine	24.0	22.0	8.0	80.85094371076765	17.176605095946247	94.0	52.0	125.269989328	55.2751649672	69.9948243606	2.26629788264	1.33595749765	0.37364893492427953	0.005263710294693397	0.34740487944976417
4493	cosine	24.0	18.0	16.0	17.492910815024686	1.015649834566663	50.0	80.0	20.5776279641	15.5899716619	4.98765630219	1.31992722055	1.06782948131	0.44741227220318885	0.0010956827098778873	0.07231505885194056
4494	cosine	24.0	8.0	18.0	2798.4767462186287	422.51926588758033	56.0	92.0	3784.69174226	1885.69567833	1898.99606393	2.00705330439	1.21793203979	0.7009752532684281	7.977483494109994e-07	5.265139106112596e-05
4495	cosine	24.0	20.0	18.0	53.91862796973222	20.946051099201643	94.0	62.0	130.471262057	35.6022534827	94.8690085747	3.66469111627	1.3139320971	0.4547764279876193	0.0009247062167449694	0.06103061030516798
4496	cosine	24.0	0.0	22.0	168.20928708739788	26.504225435832538	56.0	92.0	228.053331666	126.085466868	101.967864798	1.80872020647	1.15133787865	0.3499559916811736	0.008291978169918663	0.5472705592146317
4497	cosine	24.0	18.0	14.0	842.4590024934023	97.1646411350672	90.0	78.0	1028.34458191	613.870731019	414.473850892	1.67518099487	1.14837845257	0.5027937680511761	0.00028857245716387003	0.019045782172815422
4498	cosine	24.0	10.0	8.0	4.764552589201139	0.07726001694895696	62.0	48.0	5.09092136611	4.74157110792	0.349350258185	1.07367816494	1.0	0.2862569226468601	0.025014309883597912	1.6509444523174621
4499	cosine	24.0	20.0	18.0	4.822190294897969	0.10804734194103624	94.0	76.0	5.23214861359	4.75042026005	0.481728353543	1.10140752337	1.01078008383	0.26990796132598543	0.032316077168031795	2.1328610930900984
4500	cosine	24.0	6.0	4.0	36.63988694262536	10.552044548439143	80.0	66.0	57.8386357094	20.7877597168	37.0508759926	2.78234097841	1.46916774956	0.2173410895704131	0.0683859475317161	4.5134725370932625
4501	cosine	24.0	22.0	0.0	15707.350198434942	1064.4278071521112	92.0	84.0	18970.0165098	14224.5343346	4745.48217511	1.33361247992	1.0839758612	0.28468187206485024	0.02565151141061873	1.692999753100836
4502	cosine	24.0	20.0	16.0	4148.8173795262455	560.3341113646075	92.0	62.0	6031.12678187	3473.65568302	2557.47109885	1.73624772638	1.14512375908	0.4191629742256741	0.0020549825603631638	0.13562884898396882
4503	cosine	24.0	12.0	4.0	18482.180638256938	2949.0266874947433	60.0	94.0	23256.9654068	11416.2009016	11840.7645052	2.03718957009	1.21081842814	0.4338704470055223	0.0014876246619668022	0.09818322768980894
4504	cosine	24.0	22.0	18.0	10.458336197941184	2.2760602272070094	56.0	66.0	18.6351207793	8.62659956736	10.008521212	2.16019309043	1.10089812236	0.23531956447757144	0.053589721789768105	3.536921638124695
4505	cosine	24.0	12.0	8.0	37.21372296103727	7.070041250077047	60.0	90.0	63.4986285472	24.9189529472	38.5796756	2.54820612575	1.19372122207	0.3956282840374724	0.003379637955668793	0.22305610507414034
4506	cosine	24.0	20.0	12.0	174.52930117259712	22.261867361440924	92.0	62.0	247.086001605	135.639132526	111.446869078	1.82164244936	1.11608219495	0.6176846299926017	1.1753410669231039e-05	0.0007757251041692485
4507	cosine	24.0	10.0	22.0	138.05339096750922	15.064461969337842	80.0	94.0	171.285688187	102.861644463	68.4240437246	1.66520464535	1.18234316615	0.4660934930109443	0.0007091933677268703	0.04680676226997344
4508	cosine	24.0	20.0	16.0	56792.17292643071	1670.5332166803923	92.0	64.0	60155.1132381	52928.1128785	7227.00035957	1.13654369987	1.05034275884	0.6190604556810964	1.127110913241159e-05	0.0007438932027391649
4509	cosine	24.0	20.0	22.0	48.02087582756466	8.289908855993973	86.0	94.0	64.3023279302	24.6487235464	39.6536043838	2.60874879825	1.1283918654	0.48257089379193413	0.00047711050412939485	0.03148929327254006
4510	cosine	24.0	22.0	4.0	77.81172366688186	13.639514036445533	92.0	52.0	110.583339445	56.7362307408	53.8471087046	1.94907800538	1.21343489031	0.2752520628017388	0.029756812538456148	1.9639496275381059
4511	cosine	24.0	12.0	10.0	40.71844436306131	8.753367767662073	70.0	92.0	58.431987747	16.7545422716	41.6774454754	3.48753113036	1.26903707577	0.18787111132357742	0.09919213877373323	6.546681159066393
4512	cosine	24.0	20.0	0.0	313.66679569870394	43.73956916559973	92.0	56.0	424.479485294	249.62049755	174.858987744	1.7004993158	1.23905374482	0.3720584753663004	0.005430836150817805	0.3584351859539751
4513	cosine	24.0	16.0	14.0	4.788486893797139	0.15591866373031693	88.0	48.0	5.33896328679	4.74157110792	0.597392178874	1.12599034482	1.0	0.3107648150273464	0.01668925575728677	1.1014908799809269
4514	cosine	24.0	20.0	14.0	117.27218704204847	19.62119527754673	70.0	62.0	161.433410032	77.5548027799	83.8786072524	2.0815398176	1.20190541854	0.5761943181316399	3.996081409096288e-05	0.00263741373000355
4515	cosine	24.0	14.0	20.0	179.8334740072794	30.647459062676997	62.0	94.0	233.396800977	112.590135803	120.806665174	2.07297734666	1.19797729033	0.4147131079546198	0.0022618207224501226	0.1492801676817081
4516	cosine	24.0	8.0	2.0	209.01802389100706	23.821995254842957	56.0	50.0	241.979923984	135.830869747	106.149054237	1.78147960353	1.0828747252	0.5956526475838526	2.272733161405498e-05	0.0015000038865276286
4517	cosine	24.0	8.0	10.0	22752.255884593953	2485.054587762721	80.0	92.0	25948.9316919	15589.8634116	10359.0682803	1.66447460166	1.13246120249	0.435760990050094	0.0014261350996770499	0.0941249165786853
4518	cosine	24.0	16.0	14.0	313.47405345325086	53.30715713623719	68.0	50.0	423.774856594	232.850847186	190.924009408	1.81994122725	1.33075722543	0.3469225214884106	0.008773600268086433	0.5790576176937046
4519	cosine	24.0	16.0	22.0	15.620789259657522	2.631921094345419	86.0	94.0	21.8375272984	12.3854858324	9.45204146596	1.7631546791	1.1754535297	0.3088569283768125	0.017238887161647665	1.137766552668746
4520	cosine	24.0	10.0	8.0	69.56383294186072	8.291562266342458	92.0	50.0	94.6077291067	58.9811842514	35.6265448553	1.60403237588	1.19243924641	0.27628104606408443	0.02928387041000692	1.9327354470604567
4521	cosine	24.0	22.0	0.0	380.07252719811277	74.47359451360377	58.0	80.0	558.160282803	266.869599462	291.290683341	2.09150942605	1.27145515021	0.14366614395332392	0.16267072585061332	10.73626790614048
4522	cosine	24.0	0.0	10.0	409.7684813934549	111.84837782388277	48.0	84.0	687.394216111	225.267571273	462.126644837	3.05145659548	1.37726265814	0.4354984844216218	0.001434531998309761	0.09467911188844423
4523	cosine	24.0	0.0	22.0	5.5955875862268245	0.29312457328534897	76.0	90.0	6.77662930844	4.98058964545	1.79603966299	1.3606078378	1.01464110216	0.224708584132122	0.06198051021301793	4.090713674059184
4524	cosine	24.0	12.0	4.0	270.48693185383934	42.28632220088618	84.0	76.0	336.444258904	180.258718364	156.185540539	1.86645207486	1.20373244288	0.22796582808764732	0.059302293251139775	3.913951354575225
4525	cosine	24.0	16.0	22.0	1349.879293998364	130.5219442374012	62.0	76.0	1563.77620133	1022.16710993	541.609091391	1.52986354787	1.10676395407	0.36768681949620535	0.005914759289857825	0.39037411313061643
4526	cosine	24.0	18.0	20.0	1439.5555031332096	180.56444028626882	62.0	92.0	1874.02239302	1115.80079216	758.221600857	1.67953133407	1.16884390176	0.4104079959888272	0.0024796983293718607	0.16366008973854282
4527	cosine	24.0	14.0	22.0	928.4853272984657	180.72758646206813	62.0	94.0	1334.08830091	607.852432676	726.235868233	2.19475686728	1.32701936338	0.5515302292443081	7.975250586715667e-05	0.00526366538723234
4528	cosine	24.0	20.0	18.0	14400.783358676155	1346.9052958401849	92.0	90.0	17239.5968372	12282.931401	4956.66543613	1.40354091986	1.17108715834	0.42226856425092324	0.0019209648041029139	0.12678367707079233
4529	cosine	24.0	10.0	16.0	2216.8925559149916	338.637718284968	84.0	70.0	3263.95742153	1855.93556742	1408.02185411	1.75865880197	1.134906741	0.3883018343330748	0.003926562060915238	0.2591530960204057
4530	cosine	24.0	12.0	10.0	56.471457358194925	9.933117819752773	62.0	80.0	82.2225243466	43.3143298917	38.9081944549	1.89827534103	1.13750670808	0.43836592642168065	0.0013452089331977713	0.0887837895910529
4531	cosine	24.0	20.0	22.0	2671.924566646545	239.36522164556038	90.0	72.0	3238.89344811	2225.12913302	1013.76431509	1.4555979696	1.1143091312	0.4945188160023035	0.00035526522121276654	0.023447504600042593
4532	cosine	24.0	12.0	10.0	350.61139777012494	43.082763714990264	50.0	90.0	414.148269243	264.345857119	149.802412124	1.56669097733	1.23279661451	0.16576862763845066	0.12821813932553655	8.462397195485412
4533	cosine	24.0	16.0	22.0	195.6845275485772	34.294543594358316	62.0	92.0	257.860969806	135.146011798	122.714958008	1.90801760536	1.31511409543	0.6618362750931697	2.9360755259800364e-06	0.0001937809847146824
4534	cosine	24.0	0.0	22.0	4.757069117702233	0.03656289213427829	54.0	82.0	4.89011208859	4.74157110792	0.148540980671	1.03132737595	1.00074361686	0.2173410895704131	0.0683859475317161	4.5134725370932625
4535	cosine	24.0	0.0	22.0	4.864128512089244	0.10379756022699548	76.0	92.0	5.34397507564	4.77097289611	0.573002179522	1.12010174696	1.00691013778	0.28364854062579337	0.02607689362942387	1.7210749795419755
4536	cosine	24.0	12.0	10.0	1875.0277467036667	348.29243340356084	84.0	58.0	2519.46592148	1109.6438392	1409.82208229	2.27051764943	1.26563402201	0.21773589659802917	0.06803022164943576	4.48999462886276
4537	cosine	24.0	18.0	20.0	371.5235609255007	66.59758003215684	66.0	92.0	511.348838065	236.635140446	274.713697619	2.16091674762	1.26038015351	0.5019304566215302	0.0002949421089592103	0.01946617919130788
4538	cosine	24.0	14.0	20.0	257.55787092029766	39.515840816234935	84.0	94.0	321.028654472	150.076557291	170.952097181	2.13909927218	1.19350711822	0.5541741531075007	7.415431377647423e-05	0.004894184709247299
4539	cosine	24.0	18.0	16.0	178.94072449065456	24.87384792935948	92.0	56.0	223.248334539	133.747837987	89.5004965519	1.66917340795	1.1468226814	0.2551359238183474	0.04034778682105685	2.6629539301897522
4540	cosine	24.0	4.0	22.0	4.783464275044195	0.1884033269394443	78.0	48.0	5.68625040059	4.74157110792	0.944679292665	1.19923339146	1.0	0.4010554933858449	0.003019723836344313	0.19930177319872466
4541	cosine	24.0	8.0	14.0	39.17878850289623	9.92994319030633	56.0	92.0	57.0921787039	11.6783708694	45.4138078345	4.88871087776	1.19541708071	0.27840508876711023	0.028327345676766758	1.869604814666606
4542	cosine	24.0	8.0	18.0	88.92315439245549	17.857912541596303	82.0	92.0	119.344035437	54.3860723812	64.957963056	2.19438599281	1.37670388652	0.6936351982603818	1.023960672948849e-06	6.758140441462404e-05
4543	cosine	24.0	2.0	16.0	107.22033686777179	18.66553547809022	52.0	88.0	142.552503021	73.5318644865	69.0206385349	1.93864937353	1.30308225726	0.7206661662125625	4.034494340022478e-07	2.6627662644148355e-05
4544	cosine	24.0	8.0	2.0	282.22014070732763	51.99444694590335	56.0	94.0	383.29157002	147.884214326	235.407355694	2.59183559088	1.16606873991	0.22796582808764732	0.059302293251139775	3.913951354575225
4545	cosine	24.0	12.0	8.0	12.940273590901114	0.42952597323889385	82.0	56.0	14.4398500754	12.3588666437	2.08098343175	1.16837979499	1.04658261305	0.2857315384715079	0.025225367793130095	1.6648742743465863
4546	cosine	24.0	14.0	0.0	142.7802042104673	29.910849035631003	60.0	58.0	199.849820181	95.7413824163	104.108437764	2.08739225544	1.40086431	0.5636133339707322	5.704128185401775e-05	0.0037647246023651717
4547	cosine	24.0	20.0	18.0	163.05292305011793	13.450551541184744	92.0	56.0	193.190832934	134.425663333	58.7651696012	1.43715737118	1.11616351014	0.15159214266253979	0.14968110185700156	9.878952722562103
4548	cosine	24.0	10.0	14.0	228.34706695099166	31.67765277124009	94.0	66.0	321.778817814	167.701437801	154.077380013	1.91876004185	1.08149598721	0.33395900875499573	0.011118696050668689	0.7338339393441334
4549	cosine	24.0	0.0	18.0	38.3859112369048	18.520322211736783	74.0	90.0	83.8510932752	9.07570537356	74.7753879016	9.23907176619	2.2731142164	0.5488783448473143	8.576533216751751e-05	0.005660511923056156
4550	cosine	24.0	6.0	8.0	4.751714416699904	0.048645599992990965	78.0	48.0	4.98501051862	4.74157110792	0.243439410696	1.05134150794	1.0	0.2807392479180795	0.027306332066795717	1.8022179164085173
4551	cosine	24.0	10.0	8.0	19.788591200117022	3.0552005628980705	74.0	56.0	30.8486788179	16.2357422519	14.612936566	1.90004733625	1.12304179284	0.26154605694066657	0.03668290960514206	2.421072033939376
4552	cosine	24.0	0.0	22.0	68.87344711526691	12.97347756293204	72.0	94.0	93.4023056959	39.1075022194	54.2948034764	2.38834751378	1.20442753193	0.4649953045991809	0.0007278702666486616	0.048039437598811664
4553	cosine	24.0	12.0	20.0	1526.0396380030027	141.23381333800296	64.0	92.0	1820.75253222	1256.69081711	564.061715107	1.44884685034	1.11246105907	0.3780128329143879	0.004828409167272734	0.31867500504000046
4554	cosine	24.0	8.0	6.0	866.0365441985235	81.26677480081374	56.0	94.0	976.08986187	649.229431237	326.860430633	1.50345904684	1.11297750009	0.29101603518750224	0.023169067299739072	1.5291584417827788
4555	cosine	24.0	18.0	16.0	34660.08645467074	1573.1706345043622	94.0	72.0	38138.8572583	32197.4497132	5941.40754517	1.18453037735	1.06618076835	0.20300895337265146	0.08229445221525905	5.4314338462070975
4556	cosine	24.0	22.0	0.0	259.3450899981175	31.726656493332428	92.0	48.0	386.227626137	220.911237184	165.316388954	1.74833852303	1.10269864694	0.3499559916811736	0.008291978169918663	0.5472705592146317
4557	cosine	24.0	4.0	6.0	6.381444785496744	1.1581925716727544	72.0	80.0	10.4064051364	4.8274346058	5.57897053058	2.15568018754	1.03711183857	0.3352210025577558	0.010868624632020605	0.7173292257133599
4558	cosine	24.0	22.0	18.0	291.0350088903961	58.3823183003443	94.0	56.0	481.020318203	197.698597945	283.321720258	2.43309928954	1.14207785652	0.48534660173499106	0.0004457694404340876	0.02942078306864978
4559	cosine	24.0	22.0	6.0	10.105973446104624	2.390062408976222	94.0	62.0	15.9744229789	6.61027350413	9.36414947477	2.41660545043	1.2606415775	0.3956282840374724	0.003379637955668793	0.22305610507414034
4560	cosine	24.0	18.0	20.0	203.40768595576114	42.992048690252524	56.0	78.0	271.52309632	103.441645594	168.081450727	2.62489150054	1.23249497642	0.2731092190440679	0.030762062328506853	2.030296113681452
4561	cosine	24.0	16.0	18.0	4.993085335119978	0.9481136841529193	60.0	48.0	9.45641276307	4.74157110792	4.71484165515	1.99436274345	1.0	0.3417096701182029	0.009658675287133196	0.637472568950791
4562	cosine	24.0	22.0	0.0	526.8995196356664	62.46905336477487	92.0	86.0	718.530723793	446.761396856	271.769326937	1.60830977978	1.0924277427	0.27628104606408443	0.02928387041000692	1.9327354470604567
4563	cosine	24.0	8.0	22.0	4.992150782167962	0.6253636702054257	56.0	94.0	7.22137386022	4.74738221928	2.47399164094	1.52112754496	1.00336649425	0.19048769231433857	0.09610287952344321	6.3427900485472515
4564	cosine	24.0	2.0	16.0	58.99538999739564	12.389490555244073	50.0	86.0	83.5300330362	33.7339260414	49.7961069948	2.47614324326	1.47523971552	0.3529793467163571	0.007835221812399042	0.5171246396183368
4565	cosine	24.0	14.0	20.0	37582.16951916392	6621.593204227475	62.0	92.0	44484.7759618	16693.7359941	27791.0399677	2.66475856439	1.09015181921	0.2857147774429788	0.025232125539448324	1.6653202856035894
4566	cosine	24.0	0.0	20.0	2393.4199811248254	304.5751815735252	48.0	92.0	2769.56145735	1651.92517762	1117.63627973	1.67656592131	1.17653038604	0.39118652609137444	0.003702399845324325	0.24435838979140545
4567	cosine	24.0	16.0	20.0	307.04554679638227	30.3785614691327	86.0	92.0	357.160549782	234.151490139	123.009059643	1.52533964046	1.13258417961	0.5882989111939285	2.8186150392135097e-05	0.0018602859258809164
4568	cosine	24.0	16.0	14.0	26.02498533642856	4.381587972295629	56.0	58.0	35.3804510624	21.4925776339	13.8878734285	1.64617067646	1.39914440984	0.24358389806633082	0.04769966180633572	3.1481776792181573
4569	cosine	24.0	10.0	14.0	313.24590715213293	35.941940925563216	92.0	48.0	385.965002918	251.948188833	134.016814086	1.53192211743	1.15513653651	0.27107863906271257	0.03174043341798899	2.094868605587273
4570	cosine	24.0	2.0	8.0	339.0448609481011	40.742208467438154	48.0	90.0	411.253067195	250.902464168	160.350603027	1.63909536943	1.14366809799	0.38239429227605354	0.0044239335465011175	0.29197961406907375
4571	cosine	24.0	0.0	22.0	1556.0401182703392	350.9924475793275	50.0	92.0	2050.09630897	807.900854429	1242.19545454	2.53755927814	1.3636744661	0.3499559916811736	0.008291978169918663	0.5472705592146317
4572	cosine	24.0	20.0	22.0	445.1289300416761	66.67324469748422	66.0	78.0	585.81088484	312.344327012	273.466557829	1.87552913301	1.23344151105	0.40152845361313605	0.0029900564410862453	0.19734372511169218
4573	cosine	24.0	2.0	0.0	117.20973116278655	15.531309690498556	68.0	94.0	154.78810408	80.9013399495	73.8867641304	1.91329468927	1.12670938746	0.16976019056795494	0.12258101209349553	8.090346798170705
4574	cosine	24.0	0.0	22.0	7.050997671204237	0.21792074141705697	78.0	92.0	7.62463306789	6.52101956359	1.10361350429	1.16923941012	1.03158038186	0.19260448212512807	0.0936559219817169	6.1812908507933155
4575	cosine	24.0	2.0	22.0	9525.516651745538	891.3329354891753	50.0	56.0	11210.1750689	7752.54563893	3457.62943	1.44599923574	1.11070044148	0.19522800920119573	0.09068741572750483	5.985369438015319
4576	cosine	24.0	10.0	14.0	133.5888651710371	22.355967561943316	58.0	50.0	180.133344754	96.2009451413	83.9323996123	1.87246959465	1.23761336898	0.19048769231433857	0.09610287952344321	6.3427900485472515
4577	cosine	24.0	20.0	2.0	107.88670573620932	16.391183974312558	64.0	74.0	137.099716441	77.7680343197	59.3316821212	1.76293148773	1.23020804545	0.40445550144582587	0.0028122218604653615	0.18560664279071384
4578	cosine	24.0	16.0	18.0	12045.506305214054	547.2515601535126	60.0	56.0	13104.6590691	11095.4322817	2009.22678734	1.18108594026	1.07072990027	0.24864319877583568	0.04435752841418869	2.9275968753364534
4579	cosine	24.0	14.0	22.0	164.61622437749983	38.74982007761602	66.0	94.0	236.238288521	95.2517137871	140.986574734	2.48014738138	1.36371615699	0.48534660173499106	0.0004457694404340876	0.02942078306864978
4580	cosine	24.0	12.0	20.0	193.88414907586449	42.03395265014073	84.0	92.0	274.484683324	81.4353600232	193.0493233	3.37058353085	1.28598738474	0.5248139330753153	0.00016351904726201873	0.010792257119293236
